Date,Open,High,Low,Close,Adj Close,Volume
2020-11-23,1138.800049,1147.849976,1122.849976,1125.849976,1096.699951,4998877
2020-11-24,1135.000000,1144.000000,1128.300049,1135.500000,1106.100220,4623887
2020-11-25,1141.500000,1147.800049,1112.449951,1116.000000,1087.105103,4651911
2020-11-26,1130.000000,1134.949951,1101.550049,1118.849976,1089.881226,7360928
2020-11-27,1129.000000,1139.800049,1092.000000,1122.400024,1093.339478,18995549
2020-12-01,1140.000000,1140.000000,1111.199951,1115.949951,1087.056396,3551604
2020-12-02,1120.050049,1132.050049,1104.099976,1113.750000,1084.913452,4434968
2020-12-03,1135.000000,1137.449951,1120.300049,1125.150024,1096.018188,4087608
2020-12-04,1130.000000,1162.000000,1128.750000,1149.500000,1119.737671,6542918
2020-12-07,1154.800049,1171.900024,1144.000000,1169.699951,1139.414673,5484461
